,title,link,year,rating,runtime_mins,genres,votes,metascore,gross,synopsis
228,Gran Torino,https://www.imdb.com//title/tt1205489/,2008,8.1,116,['Drama'],732114,72.0,$148.10M,"Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, Thao Lor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino."
229,Harry Potter and the Deathly Hallows: Part 2,https://www.imdb.com//title/tt1201607/,2011,8.1,130,"['Adventure', 'Drama', 'Fantasy']",786458,85.0,$381.01M,"Harry, Ron, and Hermione search for Voldemort's remaining Horcruxes in their effort to destroy the Dark Lord as the final battle rages on at Hogwarts."
230,Departures,https://www.imdb.com//title/tt1069238/,2008,8.1,130,"['Drama', 'Music']",49447,68.0,$1.50M,A newly unemployed cellist takes a job preparing the dead for funerals.
231,Hachi: A Dog's Tale,https://www.imdb.com//title/tt1028532/,2009,8.1,93,"['Biography', 'Drama', 'Family']",261289,,,A college professor bonds with an abandoned dog he takes into his home.
232,Mary and Max,https://www.imdb.com//title/tt0978762/,2009,8.1,92,"['Animation', 'Comedy', 'Drama']",167648,,,"A tale of friendship between two unlikely pen pals: Mary, a lonely, eight-year-old girl living in the suburbs of Melbourne, and Max, a forty-four-year old, severely obese man living in New York."
233,How to Train Your Dragon,https://www.imdb.com//title/tt0892769/,2010,8.1,98,"['Animation', 'Action', 'Adventure']",681663,75.0,$217.58M,"A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed."
234,Into the Wild,https://www.imdb.com//title/tt0758758/,2007,8.1,148,"['Adventure', 'Biography', 'Drama']",585858,73.0,$18.35M,"After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness. Along the way, Christopher encounters a series of characters that shape his life."
235,No Country for Old Men,https://www.imdb.com//title/tt0477348/,2007,8.1,122,"['Crime', 'Drama', 'Thriller']",881650,91.0,$74.28M,Violence and mayhem ensue after a hunter stumbles upon a drug deal gone wrong and more than two million dollars in cash near the Rio Grande.
236,V for Vendetta,https://www.imdb.com//title/tt0434409/,2005,8.1,132,"['Action', 'Drama', 'Sci-Fi']",1051982,62.0,$70.51M,"In a future British tyranny, a shadowy freedom fighter, known only by the alias of ""V"", plots to overthrow it with the help of a young woman."
237,Nobody Knows,https://www.imdb.com//title/tt0408664/,2004,8.1,141,['Drama'],25654,88.0,$0.68M,"In a small Tokyo apartment, twelve-year-old Akira must care for his younger siblings after their mother leaves them and shows no sign of returning."
238,Rang De Basanti,https://www.imdb.com//title/tt0405508/,2006,8.1,167,"['Comedy', 'Crime', 'Drama']",114511,,$2.20M,"The story of six young Indians who assist an English woman to film a documentary on the freedom fighters from their past, and the events that lead them to relive the long-forgotten saga of freedom."
239,Million Dollar Baby,https://www.imdb.com//title/tt0405159/,2004,8.1,132,"['Drama', 'Sport']",648060,86.0,$100.49M,A determined woman works with a hardened boxing trainer to become a professional.
240,Hotel Rwanda,https://www.imdb.com//title/tt0395169/,2004,8.1,121,"['Biography', 'Drama', 'History']",339386,79.0,$23.53M,"Paul Rusesabagina, a hotel manager, houses over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda, Africa."
241,Before Sunset,https://www.imdb.com//title/tt0381681/,2004,8.1,80,"['Drama', 'Romance']",242870,90.0,$5.82M,"Nine years after Jesse and Celine first met, they encounter each other again on the French leg of Jesse's book tour."
242,Munna Bhai M.B.B.S.,https://www.imdb.com//title/tt0374887/,2003,8.1,156,"['Comedy', 'Drama']",75879,,,A gangster sets out to fulfill his father's dream of becoming a doctor.
243,Memories of Murder,https://www.imdb.com//title/tt0353969/,2003,8.1,131,"['Crime', 'Drama', 'Mystery']",150059,82.0,$0.01M,"In a small Korean province in 1986, two detectives struggle with the case of multiple young women being found raped and murdered by an unknown culprit."
244,Dil Chahta Hai,https://www.imdb.com//title/tt0292490/,2001,8.1,183,"['Comedy', 'Drama', 'Romance']",68192,,$0.30M,"Three inseparable childhood friends are just out of college. Nothing comes between them - until they each fall in love, and their wildly different approaches to relationships creates tension."
245,Kill Bill: Vol. 1,https://www.imdb.com//title/tt0266697/,2003,8.1,111,"['Action', 'Crime', 'Drama']",1022943,69.0,$70.10M,"After awakening from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her."
246,Finding Nemo,https://www.imdb.com//title/tt0266543/,2003,8.1,100,"['Animation', 'Adventure', 'Comedy']",968375,90.0,$380.84M,"After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home."
247,Catch Me If You Can,https://www.imdb.com//title/tt0264464/,2002,8.1,141,"['Biography', 'Crime', 'Drama']",861490,75.0,$164.62M,"Barely 21 yet, Frank is a skilled forger who has passed as a doctor, lawyer and pilot. FBI agent Carl becomes obsessed with tracking down the con man, who only revels in the pursuit."
248,Amores Perros,https://www.imdb.com//title/tt0245712/,2000,8.1,154,"['Drama', 'Thriller']",227610,83.0,$5.38M,"A horrific car accident connects three stories, each involving characters dealing with loss, regret, and life's harsh realities, all in the name of love."
249,"Monsters, Inc.",https://www.imdb.com//title/tt0198781/,2001,8.1,92,"['Animation', 'Adventure', 'Comedy']",833938,79.0,$289.92M,"In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, two monsters realize things may not be what they think."
250,Neon Genesis Evangelion: The End of Evangelion,https://www.imdb.com//title/tt0169858/,1997,8.1,87,"['Animation', 'Action', 'Drama']",42500,,,Concurrent theatrical ending of the TV series Shin seiki evangerion (1995).
251,Lagaan: Once Upon a Time in India,https://www.imdb.com//title/tt0169102/,2001,8.1,224,"['Drama', 'Musical', 'Sport']",107313,84.0,$0.07M,The people of a small village in Victorian India stake their future on a game of cricket against their ruthless British rulers.
252,The Sixth Sense,https://www.imdb.com//title/tt0167404/,1999,8.1,107,"['Drama', 'Mystery', 'Thriller']",927421,64.0,$293.51M,A boy who communicates with spirits seeks the help of a disheartened child psychologist.
253,The Celebration,https://www.imdb.com//title/tt0154420/,1998,8.1,105,['Drama'],80422,82.0,$1.65M,"At Helge's 60th birthday party, some unpleasant family truths are revealed."
254,The Legend of 1900,https://www.imdb.com//title/tt0120731/,1998,8.1,169,"['Drama', 'Music', 'Romance']",60284,,$0.26M,"A baby boy, discovered in 1900 on an ocean liner, grows into a musical prodigy, never setting foot on land."
255,The Truman Show,https://www.imdb.com//title/tt0120382/,1998,8.1,103,"['Comedy', 'Drama']",967623,90.0,$125.62M,An insurance salesman discovers his whole life is actually a reality TV show.
256,"Crna macka, beli macor",https://www.imdb.com//title/tt0118843/,1998,8.1,127,"['Comedy', 'Crime', 'Romance']",51701,73.0,$0.35M,Matko and his son Zare live on the banks of the Danube river and get by through hustling and basically doing anything to make a living. In order to pay off a business debt Matko agrees to marry off Zare to the sister of a local gangster.
257,The Big Lebowski,https://www.imdb.com//title/tt0118715/,1998,8.1,117,"['Comedy', 'Crime', 'Sport']",749607,71.0,$17.50M,"Jeff ""The Dude"" Lebowski, mistaken for a millionaire of the same name, seeks restitution for his ruined rug and enlists his bowling buddies to help get it."
258,In the Mood for Love,https://www.imdb.com//title/tt0118694/,2000,8.1,98,"['Drama', 'Romance']",131233,85.0,$2.73M,"Two neighbors form a strong bond after both suspect extramarital activities of their spouses. However, they agree to keep their bond platonic so as not to commit similar wrongs."
259,Trainspotting,https://www.imdb.com//title/tt0117951/,1996,8.1,93,['Drama'],645481,83.0,$16.50M,"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out, despite the allure of the drugs and influence of friends."
260,Fargo,https://www.imdb.com//title/tt0116282/,1996,8.1,98,"['Crime', 'Drama', 'Thriller']",631845,85.0,$24.61M,Jerry Lundegaard's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson.
261,Underground,https://www.imdb.com//title/tt0114787/,1995,8.1,170,"['Comedy', 'Drama', 'Fantasy']",56019,,$0.17M,"A group of Serbian socialists prepares for the war in a surreal underground filled by parties, tragedies, love and hate."
262,La Haine,https://www.imdb.com//title/tt0113247/,1995,8.1,98,"['Crime', 'Drama']",155823,,$0.31M,24 hours in the lives of three young men in the French suburbs the day after a violent riot.
263,Dilwale Dulhania Le Jayenge,https://www.imdb.com//title/tt0112870/,1995,8.1,189,"['Drama', 'Romance']",65195,,,"When Raj meets Simran in Europe, it isn't love at first sight but when Simran moves to India for an arranged marriage, love makes its presence felt."
264,Before Sunrise,https://www.imdb.com//title/tt0112471/,1995,8.1,101,"['Drama', 'Romance']",280438,77.0,$5.54M,"A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together."
265,Three Colours: Red,https://www.imdb.com//title/tt0111495/,1994,8.1,99,"['Drama', 'Mystery', 'Romance']",93838,100.0,$4.04M,A model discovers a retired judge is keen on invading people's privacy.
266,Chungking Express,https://www.imdb.com//title/tt0109424/,1994,8.1,102,"['Comedy', 'Crime', 'Drama']",68035,77.0,$0.60M,"Two melancholy Hong Kong policemen fall in love: one with a mysterious female underworld figure, the other with a beautiful and ethereal waitress at a late-night restaurant he frequents."
267,Andaz Apna Apna,https://www.imdb.com//title/tt0109117/,1994,8.1,160,"['Action', 'Comedy', 'Romance']",50847,,,Two slackers competing for the affections of an heiress inadvertently become her protectors from an evil criminal.
268,Jurassic Park,https://www.imdb.com//title/tt0107290/,1993,8.1,127,"['Action', 'Adventure', 'Sci-Fi']",889414,68.0,$402.45M,A pragmatic paleontologist visiting an almost complete theme park is tasked with protecting a couple of kids after a power failure causes the park's cloned dinosaurs to run loose.
269,In the Name of the Father,https://www.imdb.com//title/tt0107207/,1993,8.1,133,"['Biography', 'Crime', 'Drama']",162284,84.0,$25.01M,A man's coerced confession to an I.R.A. bombing he did not commit results in the imprisonment of his father as well. An English lawyer fights to free them.
270,Farewell My Concubine,https://www.imdb.com//title/tt0106332/,1993,8.1,171,"['Drama', 'Music', 'Romance']",25830,,$5.22M,Two boys meet at an opera training school in Peking in 1924. Their resulting friendship will span nearly 70 years and will endure some of the most troublesome times in China's history.
271,Raise the Red Lantern,https://www.imdb.com//title/tt0101640/,1991,8.1,125,"['Drama', 'History', 'Romance']",30348,,$2.60M,"A young woman becomes the fourth wife of a wealthy lord, and must learn to live with the strict rules and tensions within the household."
272,Dead Poets Society,https://www.imdb.com//title/tt0097165/,1989,8.1,128,"['Comedy', 'Drama']",439456,79.0,$95.86M,Maverick teacher John Keating uses poetry to embolden his boarding school students to new heights of self-expression.
273,The Princess Bride,https://www.imdb.com//title/tt0093779/,1987,8.1,98,"['Adventure', 'Family', 'Fantasy']",400333,77.0,$30.86M,"While home sick in bed, a young boy's grandfather reads him the story of a farmboy-turned-pirate who encounters numerous obstacles, enemies and allies in his quest to be reunited with his true love."
274,Stand by Me,https://www.imdb.com//title/tt0092005/,1986,8.1,89,"['Adventure', 'Drama']",371761,75.0,$52.29M,"After the death of one of his friends, a writer recounts a childhood journey with his friends to find the body of a missing boy."
275,Platoon,https://www.imdb.com//title/tt0091763/,1986,8.1,120,"['Drama', 'War']",388414,92.0,$138.53M,"Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and the duality of man in conflict."
276,The Sacrifice,https://www.imdb.com//title/tt0091670/,1986,8.1,149,['Drama'],25517,,$0.30M,"At the dawn of World War III, a man searches for a way to restore peace to the world and finds he must give something in return."
277,"Paris, Texas",https://www.imdb.com//title/tt0087884/,1984,8.1,145,['Drama'],95734,78.0,$2.18M,"Travis Henderson, an aimless drifter who has been missing for four years, wanders out of the desert and must reconnect with society, himself, his life, and his family."
278,Nausicaä of the Valley of the Wind,https://www.imdb.com//title/tt0087544/,1984,8.1,117,"['Animation', 'Adventure', 'Fantasy']",155798,86.0,$0.50M,Warrior and pacifist Princess Nausicaä desperately struggles to prevent two warring nations from destroying themselves and their dying planet.
279,The Thing,https://www.imdb.com//title/tt0084787/,1982,8.1,109,"['Horror', 'Mystery', 'Sci-Fi']",380487,,$13.78M,A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.
280,Fitzcarraldo,https://www.imdb.com//title/tt0083946/,1982,8.1,158,"['Adventure', 'Drama']",32474,,,"The story of Brian Sweeney Fitzgerald, an extremely determined man who intends to build an opera house in the middle of a jungle."
281,Fanny and Alexander,https://www.imdb.com//title/tt0083922/,1982,8.1,188,['Drama'],58932,100.0,$4.97M,"Two young Swedish children experience the many comedies and tragedies of their family, the Ekdahls."
282,Blade Runner,https://www.imdb.com//title/tt0083658/,1982,8.1,117,"['Action', 'Sci-Fi', 'Thriller']",708054,84.0,$32.87M,"A blade runner must pursue and terminate four replicants who stole a ship in space, and have returned to Earth to find their creator."
283,The Elephant Man,https://www.imdb.com//title/tt0080678/,1980,8.1,124,"['Biography', 'Drama']",225029,78.0,,"A Victorian surgeon rescues a heavily disfigured man who is mistreated while scraping a living as a side-show freak. Behind his monstrous façade, there is revealed a person of kindness, intelligence and sophistication."
284,Stalker,https://www.imdb.com//title/tt0079944/,1979,8.1,162,"['Drama', 'Sci-Fi']",121001,,$0.23M,A guide leads two men through an area known as the Zone to find a room that grants wishes.
285,Monty Python's Life of Brian,https://www.imdb.com//title/tt0079470/,1979,8.1,94,['Comedy'],374416,77.0,$20.05M,"Born on the original Christmas in the stable next door to Jesus Christ, Brian of Nazareth spends his life being mistaken for a messiah."
286,The Deer Hunter,https://www.imdb.com//title/tt0077416/,1978,8.1,183,"['Drama', 'War']",317790,86.0,$48.98M,An in-depth examination of the ways in which the U.S. Vietnam War impacts and disrupts the lives of people in a small industrial town in Pennsylvania.
287,Rocky,https://www.imdb.com//title/tt0075148/,1976,8.1,120,"['Drama', 'Sport']",530457,70.0,$117.24M,A small-time boxer gets a supremely rare chance to fight a heavyweight champion in a bout in which he strives to go the distance for his self-respect.
288,Network,https://www.imdb.com//title/tt0074958/,1976,8.1,121,['Drama'],148064,83.0,,A television network cynically exploits a deranged former anchor's ravings and revelations about the news media for its own profit.
289,Barry Lyndon,https://www.imdb.com//title/tt0072684/,1975,8.1,185,"['Adventure', 'Drama', 'History']",154179,89.0,,An Irish rogue wins the heart of a rich widow and assumes her dead husband's aristocratic position in 18th-century England.
290,Mirror,https://www.imdb.com//title/tt0072443/,1975,8.1,107,"['Biography', 'Drama']",41510,80.0,$0.18M,"A dying man in his forties remembers his past. His childhood, his mother, the war, personal moments and things that tell of the recent history of all the Russian nation."
291,Paper Moon,https://www.imdb.com//title/tt0070510/,1973,8.1,102,"['Comedy', 'Crime', 'Drama']",43261,77.0,$30.93M,"During the Great Depression, a con man finds himself saddled with a young girl who may or may not be his daughter, and the two forge an unlikely partnership."
292,Cries and Whispers,https://www.imdb.com//title/tt0069467/,1972,8.1,91,['Drama'],31182,,$1.74M,"When a woman dying of cancer in early twentieth-century Sweden is visited by her two sisters, long-repressed feelings between the siblings rise to the surface."
293,Solaris,https://www.imdb.com//title/tt0069293/,1972,8.1,167,"['Drama', 'Mystery', 'Sci-Fi']",83228,90.0,,A psychologist is sent to a station orbiting a distant planet in order to discover what has caused the crew to go insane.
294,Le samouraï,https://www.imdb.com//title/tt0062229/,1967,8.1,105,"['Crime', 'Drama', 'Mystery']",46929,,$0.04M,After professional hitman Jef Costello is seen by witnesses his efforts to provide himself an alibi drive him further into a corner.
295,Cool Hand Luke,https://www.imdb.com//title/tt0061512/,1967,8.1,127,"['Crime', 'Drama']",165423,92.0,$16.22M,"A laid back Southern man is sentenced to two years in a rural prison, but refuses to conform."
296,Persona,https://www.imdb.com//title/tt0060827/,1966,8.1,85,"['Drama', 'Thriller']",107164,86.0,,A nurse is put in charge of a mute actress and finds that their personae are melding together.
297,Andrei Rublev,https://www.imdb.com//title/tt0060107/,1966,8.1,205,"['Biography', 'Drama', 'History']",48833,,$0.10M,"The life, times and afflictions of the fifteenth-century Russian iconographer St. Andrei Rublev."
298,The Battle of Algiers,https://www.imdb.com//title/tt0058946/,1966,8.1,121,"['Drama', 'War']",54850,96.0,$0.06M,"In the 1950s, fear and violence escalate as the people of Algiers fight for independence from the French government."
299,The Exterminating Angel,https://www.imdb.com//title/tt0056732/,1962,8.1,95,"['Drama', 'Fantasy']",30473,,,The guests at an upper-class dinner party find themselves unable to leave.
300,What Ever Happened to Baby Jane?,https://www.imdb.com//title/tt0056687/,1962,8.1,134,"['Drama', 'Horror', 'Thriller']",51439,75.0,$4.05M,A former child star torments her paraplegic sister in their decaying Hollywood mansion.
301,Sanjuro,https://www.imdb.com//title/tt0056443/,1962,8.1,96,"['Action', 'Comedy', 'Crime']",34034,,,"A crafty samurai helps a young man and his fellow clansmen trying to save his uncle, who has been framed and imprisoned by a corrupt superintendent."
302,The Man Who Shot Liberty Valance,https://www.imdb.com//title/tt0056217/,1962,8.1,123,"['Drama', 'Western']",70753,94.0,,A senator returns to a western town for the funeral of an old friend and tells the story of his origins.
303,Ivan's Childhood,https://www.imdb.com//title/tt0056111/,1962,8.1,95,"['Drama', 'War']",32931,,,"During WWII, Soviet orphan Ivan Bondarev strikes up a friendship with three sympathetic Soviet officers while working as a scout behind the German lines."
304,The Virgin Spring,https://www.imdb.com//title/tt0053976/,1960,8.1,89,['Drama'],27330,,$1.53M,"An innocent yet pampered young virgin and her family's pregnant and jealous servant set out to deliver candles to church, but only one returns from events that transpire in the woods along the way."
305,Inherit the Wind,https://www.imdb.com//title/tt0053946/,1960,8.1,128,"['Biography', 'Drama', 'History']",28038,75.0,,"Based on a real-life case in 1925, two great lawyers argue the case for and against a science teacher accused of the crime of teaching evolution."
306,The 400 Blows,https://www.imdb.com//title/tt0053198/,1959,8.1,99,"['Crime', 'Drama']",108509,,,"A young boy, left without attention, delves into a life of petty crime."
307,Ben-Hur,https://www.imdb.com//title/tt0052618/,1959,8.1,212,"['Adventure', 'Drama', 'History']",223589,90.0,$74.70M,"After a Jewish prince is betrayed and sent into slavery by a Roman friend, he regains his freedom and comes back for revenge."
308,The Hidden Fortress,https://www.imdb.com//title/tt0051808/,1958,8.1,139,"['Adventure', 'Drama']",35904,,,"Lured by gold, two greedy peasants unknowingly escort a princess and her general across enemy lines."
309,Nights of Cabiria,https://www.imdb.com//title/tt0050783/,1957,8.1,110,['Drama'],44112,,$0.75M,A waifish prostitute wanders the streets of Rome looking for true love but finds only heartbreak.
310,Throne of Blood,https://www.imdb.com//title/tt0050613/,1957,8.1,110,"['Drama', 'History']",48067,,,"A war-hardened general, egged on by his ambitious wife, works to fulfill a prophecy that he would become lord of Spider's Web Castle."
311,The Bridge on the River Kwai,https://www.imdb.com//title/tt0050212/,1957,8.1,161,"['Adventure', 'Drama', 'War']",207371,87.0,$44.91M,"British POWs are forced to build a railway bridge across the river Kwai for their Japanese captors, not knowing that the allied forces are planning to destroy it."
312,Rififi,https://www.imdb.com//title/tt0048021/,1955,8.1,118,"['Crime', 'Drama', 'Thriller']",30799,97.0,$0.06M,"Four men plan a technically perfect crime, but the human element intervenes..."
313,On the Waterfront,https://www.imdb.com//title/tt0047296/,1954,8.1,108,"['Crime', 'Drama', 'Thriller']",145078,91.0,$9.60M,An ex-prize fighter turned longshoreman struggles to stand up to his corrupt union bosses.
314,Les Diaboliques,https://www.imdb.com//title/tt0046911/,1955,8.1,117,"['Crime', 'Drama', 'Horror']",62458,,,The wife and mistress of a loathed school principal plan to murder him with what they believe is the perfect alibi.
315,The Wages of Fear,https://www.imdb.com//title/tt0046268/,1953,8.1,131,"['Adventure', 'Drama', 'Thriller']",56179,85.0,,"In a decrepit South American village, four men are hired to transport an urgent nitroglycerine shipment without the equipment that would make it safe."
316,Ace in the Hole,https://www.imdb.com//title/tt0043338/,1951,8.1,111,"['Drama', 'Film-Noir']",32552,72.0,$3.97M,"A frustrated former big-city journalist now stuck working for an Albuquerque newspaper exploits a story about a man trapped in a cave to rekindle his career, but the situation quickly escalates into an out-of-control circus."
317,White Heat,https://www.imdb.com//title/tt0042041/,1949,8.1,114,"['Action', 'Crime', 'Drama']",30476,,,A psychopathic criminal with a mother complex makes a daring break from prison and leads his old gang in a chemical plant payroll heist.
318,The Third Man,https://www.imdb.com//title/tt0041959/,1949,8.1,104,"['Film-Noir', 'Mystery', 'Thriller']",161923,97.0,$0.45M,"Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, Harry Lime."
319,The Red Shoes,https://www.imdb.com//title/tt0040725/,1948,8.1,135,"['Drama', 'Music', 'Romance']",31837,,$10.90M,A young ballet dancer is torn between the man she loves and her pursuit to become a prima ballerina.
320,The Best Years of Our Lives,https://www.imdb.com//title/tt0036868/,1946,8.1,170,"['Drama', 'Romance', 'War']",58337,93.0,$23.65M,Three World War II veterans return home to small-town America to discover that they and their families have been irreparably changed.
321,The Shop Around the Corner,https://www.imdb.com//title/tt0033045/,1940,8.1,99,"['Comedy', 'Drama', 'Romance']",29194,96.0,$0.20M,"Two employees at a gift shop can barely stand each other, without realizing that they are falling in love through the post as each other's anonymous pen pal."
322,Rebecca,https://www.imdb.com//title/tt0032976/,1940,8.1,130,"['Drama', 'Mystery', 'Romance']",126937,86.0,$4.36M,A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.
323,The Grapes of Wrath,https://www.imdb.com//title/tt0032551/,1940,8.1,129,"['Drama', 'History']",86692,96.0,$0.06M,"A poor Midwest family is forced off their land. They travel to California, suffering the misfortunes of the homeless in the Great Depression."
324,Mr. Smith Goes to Washington,https://www.imdb.com//title/tt0031679/,1939,8.1,129,"['Comedy', 'Drama']",109082,73.0,$9.60M,"A naive man is appointed to fill a vacancy in the United States Senate. His plans promptly collide with political corruption, but he doesn't back down."
325,Gone with the Wind,https://www.imdb.com//title/tt0031381/,1939,8.1,238,"['Drama', 'History', 'Romance']",295509,97.0,$198.68M,A manipulative woman and a roguish man conduct a turbulent romance during the American Civil War and Reconstruction periods.
326,La Grande Illusion,https://www.imdb.com//title/tt0028950/,1937,8.1,113,"['Drama', 'War']",34444,,$0.17M,"During WWI, two French soldiers are captured and imprisoned in a German P.O.W. camp. Several escape attempts follow until they are eventually sent to a seemingly inescapable fortress."
327,It Happened One Night,https://www.imdb.com//title/tt0025316/,1934,8.1,105,"['Comedy', 'Romance']",96391,87.0,$4.36M,"A renegade reporter and a crazy young heiress meet on a bus heading for New York, and end up stuck with each other when the bus leaves them behind at one of the stops."
328,All Quiet on the Western Front,https://www.imdb.com//title/tt0020629/,1930,8.1,152,"['Drama', 'War']",58078,91.0,$3.27M,"A German youth eagerly enters World War I, but his enthusiasm wanes as he gets a firsthand view of the horror."
329,The Passion of Joan of Arc,https://www.imdb.com//title/tt0019254/,1928,8.1,110,"['Biography', 'Drama', 'History']",49382,,$0.02M,"In 1431, Jeanne d'Arc is placed on trial on charges of heresy. The ecclesiastical jurists attempt to force Jeanne to recant her claims of holy visions."
330,The Circus,https://www.imdb.com//title/tt0018773/,1928,8.1,72,"['Comedy', 'Romance']",31085,90.0,,The Tramp finds work and the girl of his dreams at a circus.
331,Sunrise: A Song of Two Humans,https://www.imdb.com//title/tt0018455/,1927,8.1,94,"['Drama', 'Romance']",47843,,$0.54M,"A sophisticated urban woman seduces a farmer in the hopes that he will murder his neglected wife and join her in the city, but he soon finds himself rekindling his romance with the latter when she discovers their scheme."
332,The General,https://www.imdb.com//title/tt0017925/,1926,8.1,67,"['Action', 'Adventure', 'Comedy']",83113,,$1.03M,"When Union spies steal an engineer's beloved locomotive, he pursues it single-handedly and straight through enemy lines."
333,The Cabinet of Dr. Caligari,https://www.imdb.com//title/tt0010323/,1920,8.1,58,"['Fantasy', 'Horror', 'Mystery']",58700,,,"Hypnotist Dr. Caligari uses a somnambulist, Cesare, to commit murders."
334,Badhaai Ho,https://www.imdb.com//title/tt7725596/,2018,8.0,124,"['Comedy', 'Drama']",29573,,,A man is embarrassed when he finds out his mother is pregnant.
335,Togo,https://www.imdb.com//title/tt5116302/,2019,8.0,113,"['Adventure', 'Biography', 'Drama']",41054,69.0,,"The story of Togo, the sled dog who led the 1925 serum run yet was considered by most to be too small and weak to lead such an intense race."
336,Airlift,https://www.imdb.com//title/tt4387040/,2016,8.0,130,"['Drama', 'History']",53939,,,"When Iraq invades Kuwait in August 1990, a callous Indian businessman becomes the spokesperson for more than 170,000 stranded countrymen."
337,Bajrangi Bhaijaan,https://www.imdb.com//title/tt3863552/,2015,8.0,163,"['Action', 'Adventure', 'Comedy']",78596,,$8.18M,An Indian man with a magnanimous heart takes a young mute Pakistani girl back to her homeland to reunite her with her family.
338,Baby,https://www.imdb.com//title/tt3848892/,2015,8.0,159,"['Action', 'Thriller']",54040,,,"An elite counter-intelligence unit learns of a plot, masterminded by a maniacal madman. With the clock ticking, it's up to them to track the terrorists' international tentacles and prevent them from striking at the heart of India."
339,La La Land,https://www.imdb.com//title/tt3783958/,2016,8.0,128,"['Comedy', 'Drama', 'Music']",523882,94.0,$151.10M,"While navigating their careers in Los Angeles, a pianist and an actress fall in love while attempting to reconcile their aspirations for the future."
340,Lion,https://www.imdb.com//title/tt3741834/,2016,8.0,118,"['Biography', 'Drama']",220675,69.0,$51.74M,"A five-year-old Indian boy is adopted by an Australian couple after getting lost hundreds of kilometers from home. 25 years later, he sets out to find his lost family."
341,The Martian,https://www.imdb.com//title/tt3659388/,2015,8.0,144,"['Adventure', 'Drama', 'Sci-Fi']",779810,80.0,$228.43M,"An astronaut becomes stranded on Mars after his team assume him dead, and must rely on his ingenuity to find a way to signal to Earth that he is alive."
342,Zootropolis,https://www.imdb.com//title/tt2948356/,2016,8.0,108,"['Animation', 'Adventure', 'Comedy']",447256,78.0,$341.27M,"In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy."
343,Baahubali: The Beginning,https://www.imdb.com//title/tt2631186/,2015,8.0,159,"['Action', 'Drama']",106221,,$6.74M,"In ancient India, an adventurous and daring man becomes involved in a decades-old feud between two warring peoples."
344,The Tale of the Princess Kaguya,https://www.imdb.com//title/tt2576852/,2013,8.0,137,"['Animation', 'Adventure', 'Drama']",40860,89.0,$1.51M,"Found inside a shining stalk of bamboo by an old bamboo cutter and his wife, a tiny girl grows rapidly into an exquisite young lady. The mysterious young princess enthralls all who encounter her, but ultimately she must confront her fate, the punishment for her crime."
345,Wonder,https://www.imdb.com//title/tt2543472/,2017,8.0,113,"['Drama', 'Family']",148449,66.0,$132.42M,"Based on the New York Times bestseller, this movie tells the incredibly inspiring and heartwarming story of August Pullman, a boy with facial differences who enters the fifth grade, attending a mainstream elementary school for the first time."
346,Gully Boy,https://www.imdb.com//title/tt2395469/,2019,8.0,154,"['Drama', 'Music', 'Romance']",33946,65.0,$5.57M,A coming-of-age story based on the lives of street rappers in Mumbai.
347,Special Chabbis,https://www.imdb.com//title/tt2377938/,2013,8.0,144,"['Crime', 'Drama', 'Thriller']",52408,,$1.08M,A gang of con-men rob prominent rich businessmen and politicians by posing as C.B.I and income tax officers.
348,Short Term 12,https://www.imdb.com//title/tt2370248/,2013,8.0,96,['Drama'],83588,82.0,$1.01M,A 20-something supervising staff member of a residential treatment facility navigates the troubled waters of that world alongside her co-worker and longtime boyfriend.
349,The Raid 2,https://www.imdb.com//title/tt2265171/,2014,8.0,150,"['Action', 'Crime', 'Thriller']",116520,71.0,$2.63M,"Only a short time after the first raid, Rama goes undercover with the thugs of Jakarta and plans to bring down the syndicate and uncover the corruption within his police force."
350,The Imitation Game,https://www.imdb.com//title/tt2084970/,2014,8.0,114,"['Biography', 'Drama', 'Thriller']",703553,73.0,$91.13M,"During World War II, the English mathematical genius Alan Turing tries to crack the German Enigma code with help from fellow mathematicians."
